,1mb_0_dly_prec_month,1mb_1000_dly_prec_month,1mb_100_200dly_prec_month,1mb_1_25_dly_prec_month,1mb_200_300dly_prec_month,1mb_25_50dly_prec_month,1mb_300_400dly_prec_month,1mb_400_500dly_prec_month,1mb_500_600dly_prec_month,1mb_50_100dly_prec_month,1mb_600_700dly_prec_month,1mb_700_800dly_prec_month,1mb_800_900dly_prec_month,1mb_900_1000dly_prec_month,1mb_monthly_hum_MeIH,1mb_monthly_hum_MeIL,1mb_monthly_hum_MiIH,1mb_monthly_hum_MiIL,1mb_monthly_hum_mean,1mb_monthly_hum_range,1mb_monthly_hum_risk,1mb_monthly_hum_std,1mb_monthly_precmax,1mb_monthly_precmean,1mb_monthly_precmin,1mb_monthly_precstd,1mb_monthly_temp_br4mean,1mb_monthly_temp_ega4mean,1mb_monthly_temp_egfe4mean,1mb_monthly_temp_mean,1mb_monthly_temp_mor4max,1mb_monthly_temp_mor4min,1mb_monthly_temp_mosdev4mean,1mb_monthly_temp_oa4mean,1mb_monthly_temp_range,1mbmonthly_temp_vec4mean,2mb_0_dly_prec_month,2mb_1000_dly_prec_month,2mb_100_200dly_prec_month,2mb_1_25_dly_prec_month,2mb_200_300dly_prec_month,2mb_25_50dly_prec_month,2mb_300_400dly_prec_month,2mb_400_500dly_prec_month,2mb_500_600dly_prec_month,2mb_50_100dly_prec_month,2mb_600_700dly_prec_month,2mb_700_800dly_prec_month,2mb_800_900dly_prec_month,2mb_900_1000dly_prec_month,2mb_monthly_hum_MeIH,2mb_monthly_hum_MeIL,2mb_monthly_hum_MiIH,2mb_monthly_hum_MiIL,2mb_monthly_hum_mean,2mb_monthly_hum_range,2mb_monthly_hum_risk,2mb_monthly_hum_std,2mb_monthly_precmax,2mb_monthly_precmean,2mb_monthly_precmin,2mb_monthly_precstd,2mb_monthly_temp_br4mean,2mb_monthly_temp_ega4mean,2mb_monthly_temp_egfe4mean,2mb_monthly_temp_mean,2mb_monthly_temp_mor4max,2mb_monthly_temp_mor4min,2mb_monthly_temp_mosdev4mean,2mb_monthly_temp_oa4mean,2mb_monthly_temp_range,2mbmonthly_temp_vec4mean,3mb_0_dly_prec_month,3mb_1000_dly_prec_month,3mb_100_200dly_prec_month,3mb_1_25_dly_prec_month,3mb_200_300dly_prec_month,3mb_25_50dly_prec_month,3mb_300_400dly_prec_month,3mb_400_500dly_prec_month,3mb_500_600dly_prec_month,3mb_50_100dly_prec_month,3mb_600_700dly_prec_month,3mb_700_800dly_prec_month,3mb_800_900dly_prec_month,3mb_900_1000dly_prec_month,3mb_monthly_hum_MeIH,3mb_monthly_hum_MeIL,3mb_monthly_hum_MiIH,3mb_monthly_hum_MiIL,3mb_monthly_hum_mean,3mb_monthly_hum_range,3mb_monthly_hum_risk,3mb_monthly_hum_std,3mb_monthly_precmax,3mb_monthly_precmean,3mb_monthly_precmin,3mb_monthly_precstd,3mb_monthly_temp_br4mean,3mb_monthly_temp_ega4mean,3mb_monthly_temp_egfe4mean,3mb_monthly_temp_mean,3mb_monthly_temp_mor4max,3mb_monthly_temp_mor4min,3mb_monthly_temp_mosdev4mean,3mb_monthly_temp_oa4mean,3mb_monthly_temp_range,3mbmonthly_temp_vec4mean,DName2018,F15Regions,Female,Male,PopnRtn,TotalPopn,in_an_hh_district_mod_sev_prop,in_an_hh_district_sev_prop,in_an_ind_district_mod_sev_prop,in_an_ind_district_sev_prop,in_bs_hh_district_prop,in_bs_ind_district_prop,in_rt_hh_district_prop,in_rt_ind_district_prop,in_sym_hh_district_1om_prop,in_sym_hh_district_mt1_prop,in_sym_ind_dist_1om_prop,in_sym_ind_dist_mt1_prop,me_hh_sz_mean,me_hh_sz_mode,me_hh_wvis_pd_prop,me_ind_slund_pd_prop,me_ind_spr_12_prop,me_ind_tr_pd_prop,me_ind_vis_pd_prop,me_mean_prop_nt_tr_hh,me_mean_prop_slund_hh,me_mrk_dst_med_pd,me_ref_dis,me_spr_12_hh_prop,me_wi_1_hh_prop,me_wi_1_ind_prop,me_wi_2_hh_prop,me_wi_2_ind_prop,me_wi_3_hh_prop,me_wi_3_ind_prop,me_wi_4_hh_prop,me_wi_4_ind_prop,me_wi_5_hh_prop,me_wi_5_ind_prop,yb_0_dly_prec_year,yb_1000_dly_prec_year,yb_100_200dly_prec_year,yb_1_25_dly_prec_year,yb_200_300dly_prec_year,yb_25_50dly_prec_year,yb_300_400dly_prec_year,yb_400_500dly_prec_year,yb_500_600dly_prec_year,yb_50_100dly_prec_year,yb_600_700dly_prec_year,yb_700_800dly_prec_year,yb_800_900dly_prec_year,yb_900_1000dly_prec_year,yb_yearly_hum_max,yb_yearly_hum_mean,yb_yearly_hum_mean_hd,yb_yearly_hum_mean_ld,yb_yearly_hum_min,yb_yearly_hum_min_hd,yb_yearly_hum_min_ld,yb_yearly_hum_range,yb_yearly_precmax,yb_yearly_precmean,yb_yearly_precmin,yb_yearly_precstd,yb_yearly_temp_br4mean,yb_yearly_temp_ega4mean,yb_yearly_temp_egfe4mean,yb_yearly_temp_mean,yb_yearly_temp_mor4max,yb_yearly_temp_mor4min,yb_yearly_temp_mosdev4mean,yb_yearly_temp_oa4mean,yb_yearly_temp_range,ybyearly_temp_vec4mean,year,yo_0_dly_prec_year,yo_1000_dly_prec_year,yo_100_200dly_prec_year,yo_1_25_dly_prec_year,yo_200_300dly_prec_year,yo_25_50dly_prec_year,yo_300_400dly_prec_year,yo_400_500dly_prec_year,yo_500_600dly_prec_year,yo_50_100dly_prec_year,yo_600_700dly_prec_year,yo_700_800dly_prec_year,yo_800_900dly_prec_year,yo_900_1000dly_prec_year,yo_yearly_hum_max,yo_yearly_hum_mean,yo_yearly_hum_mean_hd,yo_yearly_hum_mean_ld,yo_yearly_hum_min,yo_yearly_hum_min_hd,yo_yearly_hum_min_ld,yo_yearly_hum_range,yo_yearly_precmax,yo_yearly_precmean,yo_yearly_precmin,yo_yearly_precstd,yo_yearly_temp_br4mean,yo_yearly_temp_ega4mean,yo_yearly_temp_egfe4mean,yo_yearly_temp_mean,yo_yearly_temp_mor4max,yo_yearly_temp_mor4min,yo_yearly_temp_mosdev4mean,yo_yearly_temp_oa4mean,yo_yearly_temp_range,yo_yearly_temp_vec4mean
51,0,0,3.75,8.35,0.3,5.1,0.05,0,0,7.95,0,0,0,0,30,0,18,24,72.83342,58.42155,1,14.859129,204.779,56.539593,6.193358,62.636417,0.24572064,0.5669542,0.56238043,21.270203,1.4052271,0.6369232,0.4896336,0.36799997,11.348825,0.81176317,0,0,7.2,6.25,0.55,5.3,0,0,0,7.05,0,0,0,0,31,1,16,27,72.36434,54.445633,1,14.180045,214.94624,72.58626,8.146003,59.50919,0.23619615,0.54634297,0.54653996,21.102161,1.4249307,0.64311635,0.4785469,0.33952728,11.746611,0.80022293,0,0,3.7,8.05,1.05,6.55,0,0,0,6.15,0,0,0,0,30,0,13,26,72.88468,54.561245,1,14.23142,213.09778,60.875164,5.385668,58.19139,0.22742279,0.5273572,0.5319486,20.947517,1.3638475,0.5929394,0.46833453,0.31329995,12.067078,0.7895927,KASSANDA,NORTH BUGANDA,337694,346654,103,684348,0.214285714,0,0.136363636,0,0.071428571,0.045454545,0.071428571,0.045454545,1,0,0.076923077,0.076923077,4.714285714,4,0,0.537878788,0,0.537878788,0,1,1,,0,0,0.071428571,0.037878788,0.5,0.484848485,0.285714286,0.272727273,0.142857143,0.204545455,0,0,6,0,36.9,135.25,2.15,60.5,0,0,0,69.45,0,0,0,0,99.847,68.2222,202.95,34.3,19.558386,69.9,167.35,80.28861,239.19507,44.686417,0,49.85342,0.27649966,0.63079655,0.6134403,21.813332,1.3848888,0.65615886,0.52546096,0.45733085,18.049883,0.84294677,2018,7.7,0,46.7,124.1,4.1,54.75,0.4,0,0,72.5,0,0,0,0,100,70.31269,208.65,28.6,23.432676,90.45,146.8,76.56732,291.04404,51.189285,0,57.52648,0.24471508,0.5634336,0.56066054,21.252293,1.3837411,0.63154703,0.48846307,0.36422294,17.35236,0.8069526
52,2.107143,0,0,18.178572,0,2.2142856,0,0,0,1.0714285,0,0,0,0,10,30,1,30,48.303402,84.19101,0.75,20.705616,63.226135,9.680152,0,18.881733,0.45162165,0.87874204,0.86925274,24.901567,1.2784824,0.80185527,0.7293068,0.8221457,15.911732,0.9042948,0.64285713,0,2.75,14.464286,0.6785714,2.3214285,0.42857143,0.35714287,0.5714286,2.107143,0.035714287,0,0,0,23,27,2,31,57.183327,86.852684,0.806818182,22.244026,523.4451,62.063633,0.012767586,132.41292,0.38990405,0.83403987,0.7952042,23.81311,1.3298362,0.7625006,0.6574662,0.7482193,16.036558,0.9259177,0.21428572,0,0.60714287,17.607143,0.14285715,2.2857144,0,0,0,2.7142856,0,0,0,0,19,26,0,30,55.540848,81.830574,0.784090909,21.864428,137.99706,18.972155,0.005619092,43.91772,0.37203214,0.81976324,0.7708377,23.49788,1.2875842,0.7020959,0.6366629,0.72473246,15.690459,0.926469,KATAKWI,TESO,84558,81673,97,166231,0.333333333,0,0.222222222,0,0,0,0.142857143,0.083333333,0.333333333,0,0,0,5.526315789,3,0.157894737,0.704761905,0.70952381,0.704761905,0.061904762,1,1,,0,0.026315789,0.789473684,0.771428571,0.078947368,0.095238095,0.026315789,0.047619048,0.078947368,0.071428571,0.026315789,0.014285714,50.357143,0,22.964285,142.89285,3.0357144,34.67857,0.78571427,0.17857143,0,31.892857,0,0,0,0,98.41069,51.883633,101.666664,166,7.7702284,8.133333,259.53333,90.640465,345.0452,30.04349,0,59.824444,0.4417238,0.7574463,0.7596657,24.727123,1.2677716,0.7895098,0.71521765,0.6410367,21.558784,0.8517258,2018,30.964285,0,26.428572,145.10715,8.5,36.357143,1.5357143,0.4642857,0.60714287,36.785713,0.035714287,0,0,0,99.59561,57.489357,136.23334,131.43333,7.9836106,31.733334,235.93333,91.61199,523.4451,40.81509,0,74.32823,0.38671893,0.74781567,0.74041766,23.756935,1.32204,0.75593287,0.6533914,0.62829596,20.031431,0.8665051
53,0,0,3.05,4.3,0.4,2,0.05,0,0,2.95,0,0,0,0,30,3,20,24,74.3366,61.48456,1,14.96203,218.58672,67.49331,0.5575506,86.525154,0.3259252,0.735061,0.69511044,22.684784,1.4548167,0.77141637,0.5829933,0.60222834,10.709219,0.8962704,0,0,3,2.1,0.65,3.625,0.2,0,0,3.6,0,0,0,0,31,1,25,22,76.38585,59.617855,1,14.14225,286.5086,82.009705,5.6436543,82.2322,0.30650848,0.6973648,0.6634791,22.342289,1.5006582,0.76627046,0.56039196,0.54893214,10.776701,0.8812223,0,0,1.85,4.375,0.225,3.525,0,0,0,2.775,0,0,0,0,30,0,26,24,77.133835,52.207867,1,14.746519,191.82893,54.610252,4.706655,60.677856,0.3061835,0.6975426,0.66293865,22.33656,1.4414039,0.73633313,0.56001365,0.5487487,11.10742,0.88073295,KAYUNGA,NORTH BUGANDA,187356,180706,97,368062,0.44,0,0.318181818,0,0.36,0.295454545,0.68,0.522727273,0.588235294,0.470588235,,,5.16,5,0.08,0.484496124,0,0.484496124,0.046511628,1,1,,0,0,0.1,0.073643411,0.32,0.263565891,0.3,0.348837209,0.24,0.26744186,0.04,0.046511628,2.725,0,23.6,65.425,3.275,26.8,0.675,0.275,0.025,32.325,0,0,0,0,99.161964,69.84144,136.61111,25.61111,14.978247,60.194443,102.02778,84.18372,418.8985,53.295513,0,69.58089,0.34727854,0.7512149,0.71998775,23.061424,1.414658,0.7743284,0.60784906,0.6284709,16.845472,0.8921222,2018,3.275,0,30.725,56.275,6.125,26,1.075,0.35,0.025,31.275,0,0,0,0,99.427185,72.748276,143.94444,18.277779,19.712484,79.75,82.47222,79.7147,429.57907,64.36378,0,72.857,0.31030542,0.6852859,0.66296446,22.409138,1.4348379,0.7420035,0.56481165,0.5350021,17.53353,0.86404306
54,0,0,3.125,7.875,0.25,3.125,0,0,0,4.375,0,0,0,0,30,7,21,22,72.24317,61.350273,1,15.61318,167.3966,52.570496,0.25185198,62.89239,0.2555151,0.5881496,0.57866997,21.443047,1.3935872,0.63201886,0.50103456,0.39727956,12.925088,0.8236305,0,0,2.6875,4.9375,0,4.5,0,0,0,7.25,0,0,0,0,31,2,14,28,71.7094,61.098038,1,14.93777,131.64384,56.468864,3.7040505,48.441616,0.24381469,0.5628297,0.5592106,21.236572,1.3749663,0.63734233,0.48741505,0.36230218,12.322221,0.8094539,0,0,2.75,4.5625,0.5625,6.9375,0,0,0,3.9375,0,0,0,0,30,1,12,27,72.79333,57.554142,1,15.532984,212.98154,58.999756,1.7322286,65.55198,0.23424444,0.54211944,0.54329395,21.067726,1.336124,0.5866612,0.4762751,0.33369282,13.179712,0.7978582,KIBAALE,BUNYORO,70132,70815,101,140947,0.323529412,0.029411765,0.196428571,0.017857143,0.181818182,0.111111111,0.294117647,0.178571429,0.111111111,0,0.071428571,0,5.518518519,5,0.092592593,0.620805369,0,0.610738255,0.003355705,1,1,,0,0,0.074074074,0.067114094,0.444444444,0.369127517,0.259259259,0.238255034,0.148148148,0.224832215,0.074074074,0.100671141,7.6875,0,20.1875,117.625,0.75,42.0625,0.0625,0,0,39.75,0,0,0,0,100,65.04067,172.375,78.5625,15.735468,55.4375,195.5,84.264534,229.8127,35.44757,0,49.115925,0.29801008,0.6705553,0.64874554,22.192358,1.3364125,0.6543261,0.5504995,0.51479167,19.316628,0.8572431,2018,11.8125,0,23.875,105.625,2.3125,40.1875,0.25,0,0,44.0625,0,0,0,0,100,66.08369,181.625,69.3125,18.601545,68.1875,182.75,81.39846,300.59125,40.547527,0,56.262234,0.27423447,0.6155774,0.60673064,21.773195,1.3364145,0.6385544,0.52282435,0.4377697,18.890282,0.83062035
55,0,0,0.9166667,12.041667,0,2.5416667,0,0,0,1.2916666,0,0,0,0,29,20,9,30,61.866924,74.698364,0.916666667,21.6035,150.56828,23.915688,0.7351798,45.73963,0.32724673,0.7418925,0.6979697,22.708073,1.3437883,0.6979596,0.58453166,0.61045176,14.15769,0.9010737,0,0,2.0833333,7.8333335,0,3.0416667,0,0,0,3.2916667,0,0,0,0,30,8,13,26,68.926445,67.28462,1,17.600838,130.39105,41.8158,0.9890738,44.102528,0.29132038,0.66561854,0.6382192,22.074463,1.3866628,0.6803343,0.5427126,0.50431657,12.642772,0.8655178,0,0,3.9166667,4.25,0.083333336,3.0833333,0,0,0,5.4583335,0,0,0,0,31,1,11,29,70.589615,59.52715,1,15.67279,175.56578,65.90221,5.7716794,52.421078,0.27317223,0.62635994,0.6080363,21.754343,1.4110699,0.6846254,0.5215878,0.4500642,12.000032,0.84502465,KIBOGA,NORTH BUGANDA,72371,75847,105,148218,0.214285714,0,0.166666667,0,0,0,0,0,0,0,0.5,0.428571429,4.730769231,3,0.076923077,0.569105691,0,0.569105691,0.032520325,1,1,,0,0,0,0,0,0,0,0,0.230769231,0.260162602,0.769230769,0.739837398,6.375,0,17.125,95.416664,1.2916666,38.5,0.041666668,0,0,38.958332,0,0,0,0,99.69889,64.291664,163.16667,64.958336,14.684369,41.833332,186.29167,85.01452,236.21986,38.313126,0,45.55488,0.32698795,0.7160386,0.69046074,22.70358,1.3568143,0.701786,0.5842305,0.5789147,18.91989,0.8770257,2018,6.2916665,0,23.75,90.791664,2.2083333,35.583332,0.041666668,0,0,39.041668,0,0,0,0,99.9699,66.63037,176.08333,52.041668,19.338432,59.125,169,80.63147,261.2537,43.621956,0,51.531704,0.2908416,0.649236,0.63394433,22.066061,1.3645141,0.67224365,0.5421553,0.48506302,19.148932,0.8459349
56,0,0,3.3333333,13,1.3333334,7,1,0,0,5.3333335,0,0,0,0,30,12,3,29,67.235565,67.64316,1,18.549929,335.90128,58.697784,1.0963181,79.929825,0.339176,0.7690624,0.7178098,22.918503,1.3819818,0.7306846,0.5984176,0.647377,13.13018,0.9199039,0,0,8.333333,6.6666665,1.6666666,6,0,0,0,7.3333335,0,0,0,0,29,5,10,26,69.25234,65.805664,1,16.359116,224.39081,80.33785,5.088374,69.074486,0.34535074,0.7817004,0.7280792,23.027344,1.4108593,0.7508877,0.6056051,0.66532815,12.282013,0.92712057,0,0,8,1.6666666,3,5.6666665,1,0,0,11.666667,0,0,0,0,31,0,18,28,72.171074,55.42047,1,15.745873,325.79944,103.5141,18.593748,77.71633,0.31549585,0.7179493,0.6784264,22.500832,1.4222018,0.73113906,0.5708535,0.57658714,12.011726,0.8963057,KIBUKU,BUKEDI,104557,97476,93,202033,0.125,0,0.1,0,0,0,0,0,0,0,0,0,4.285714286,1,0.071428571,0.566666667,0.958333333,0.566666667,0.016666667,0.25,0.25,,0,0.035714286,0.178571429,0.15,0.142857143,0.1,0.357142857,0.466666667,0.25,0.216666667,0.071428571,0.066666667,14.333333,0,62.333332,117.333336,19.666666,63.333332,3.6666667,0.6666667,0.6666667,81.666664,0.6666667,0.33333334,0.33333334,0,98.00374,66.14043,192.16667,51.166668,15.2321,37.666668,205.66667,82.77164,747.222,69.8335,0,87.26752,0.3609736,0.78128016,0.74661535,23.302635,1.3802958,0.75531954,0.6237905,0.67181563,17.676628,0.9044619,2018,7.3333335,0,68,111,23,59,8.333333,1.3333334,1,85,1,0,0,0,99.20724,68.971436,209.83333,33.5,16.127409,59.333332,184,83.07983,616.25934,78.66746,0,89.879974,0.3230091,0.7072753,0.6803817,22.633308,1.3977314,0.7250734,0.5795991,0.5653945,18.959381,0.87569165
57,0.027777778,0,2.3055556,13.055555,0.7777778,1.9722222,0.44444445,0,0,2.9444444,0,0,0,0,31,11,20,26,68.38494,65.54785,1,17.815405,262.39398,47.780796,0.37284315,99.105804,0.39066005,0.7744761,0.7667442,23.82644,1.2481341,0.8076382,0.658346,0.66717416,8.750378,0.8805833,0,0,5,7.388889,0.8888889,3.5277777,0.11111111,0,0,3.9166667,0,0,0,0,30,4,26,19,72.8426,65.6819,1,17.064314,223.30142,69.38493,0.6831902,98.162865,0.3833227,0.77360487,0.7638869,23.697052,1.2593173,0.81264323,0.64980525,0.66725785,9.342805,0.8814611,0,0,5.0277777,5.4722223,0.9166667,4.3333335,0.055555556,0,0,5.7222223,0,0,0,0,31,1,31,19,74.02456,57.510666,1,14.124194,204.74133,72.35459,8.277677,83.62603,0.36844563,0.7647293,0.7536896,23.43461,1.2821199,0.81757253,0.6324881,0.6552433,8.694923,0.88117385,KIKUUBE,BUNYORO,285080,287906,101,572986,0.342857143,0,0.259259259,0,0.205882353,0.156862745,0.285714286,0.222222222,0.111111111,0,0.222222222,0.185185185,5.636363636,5,0.054545455,0.561290323,0,0.561290323,0.012903226,0.8,0.8,,0,0,0.181818182,0.170967742,0.363636364,0.383870968,0.236363636,0.248387097,0.145454545,0.125806452,0.072727273,0.070967742,10.694445,0,37.055557,111.77778,5.888889,40.63889,1.2222222,0.25,0.027777778,45.916668,0,0,0,0,96.61548,68.04785,194.86111,48.47222,22.518663,113.333336,130,74.09682,370.1703,50.448048,0,71.43413,0.40950933,0.78295535,0.7777796,24.158838,1.2098454,0.81288487,0.68025917,0.6807459,13.027954,0.8749819,2018,16.444445,0,40.97222,101.333336,8.055555,38.305557,1.25,0.33333334,0.33333334,46.38889,0.055555556,0,0,0,95.78649,67.934715,198.44444,44.88889,24.638037,116.666664,126.666664,71.14845,485.41757,54.872997,0,82.541336,0.39121774,0.7662502,0.7617267,23.836248,1.2324854,0.8060627,0.6587688,0.65685636,13.888966,0.87252253
58,0,0,1.3148148,12.944445,0.24074075,3.5370371,0,0,0,2.6296296,0,0,0,0,31,6,10,28,68.208755,60.83022,1,17.809845,188.8136,33.06934,1.242212,51.90267,0.23603535,0.545995,0.5462724,21.099382,1.3152218,0.58007795,0.4783596,0.34265742,13.550757,0.800028,0,0,2.3333333,8.037037,0,4.7222223,0,0,0,4.9074073,0,0,0,0,30,3,16,30,70.106926,63.19792,1,15.753495,134.38232,45.58042,2.8603868,49.47452,0.23361336,0.54075366,0.54224443,21.056694,1.3613807,0.58870983,0.47554046,0.33180618,12.436498,0.7970936,0,0,3.4814816,8.444445,0.8518519,3.3888888,0.074074075,0,0,4.4259257,0,0,0,0,30,7,7,30,68.14333,64.91652,1,16.756733,265.40277,60.160957,3.316598,74.0054,0.21858035,0.50822204,0.5172424,20.791533,1.3437637,0.5777232,0.45804176,0.2871695,13.194868,0.77887887,KIRUHURA,ANKOLE,161863,166214,103,328077,0.24137931,0.068965517,0.22,0.04,0,0,0.034482759,0.02,1,0,,,6.862745098,6,0.137254902,0.585714286,0,0.545714286,0.028571429,0.444444444,0.444444444,,0,0,0.117647059,0.102857143,0.137254902,0.094285714,0.156862745,0.157142857,0.352941176,0.385714286,0.235294118,0.26,8.814815,0,13.166667,141.14815,0.9814815,44.814816,0.09259259,0,0,34.314816,0,0,0,0,98.97686,61.517197,162.77777,100.833336,17.856842,15.888889,247.72223,81.12002,249.51497,29.408318,0,46.05961,0.2892129,0.656133,0.6345082,22.03736,1.3143439,0.62984943,0.54025954,0.49340966,18.62645,0.8544641,2018,11.685185,0,20.648148,132.94444,2.0185184,41.11111,0.09259259,0,0,34.833332,0,0,0,0,99.35336,64.09639,182.88889,80.72222,22.81493,39.11111,224.5,76.538445,274.49228,33.92546,0,51.835987,0.2521938,0.5778346,0.5727894,21.38435,1.3189114,0.59835935,0.49716857,0.38470545,18.814472,0.8144549
59,0.45833334,0,1.3958334,12.208333,0,2.8125,0,0,0,1.875,0,0,0,0,23,12,7,30,62.726906,72.28969,1,18.273321,143.85358,26.052473,0.016109148,46.85574,0.3988407,0.8654867,0.8114707,23.970776,1.3922274,0.8036902,0.6678686,0.7901018,14.159451,0.9396046,0,0,4.5833335,7.625,0.6875,2.9166667,0,0,0,3.5625,0,0,0,0,30,7,14,26,67.82252,72.269554,1,17.544876,202.8536,64.63683,0.7754659,71.71492,0.35827056,0.80088305,0.7490149,23.255209,1.4409461,0.7812981,0.62064415,0.6954791,12.898253,0.9243426,0,0,1.5833334,11.916667,0.041666668,2.2083333,0,0,0,3,0,0,0,0,28,7,6,29,67.42161,68.93432,1,17.485943,136.30698,32.54504,0.2293383,54.242027,0.3594741,0.80434436,0.7509068,23.276434,1.3821962,0.75036174,0.622045,0.6992098,13.110366,0.92771703,KIRYANDONGO,BUNYORO,133375,132822,100,266197,0.338235294,0.029411765,0.25,0.017857143,0.264705882,0.196428571,0.382352941,0.3125,0.5,0.346153846,,,5.586538462,4,0.048076923,0.547332186,0.010327022,0.533562823,0.013769363,0.333333333,0.333333333,,137,0,0.384615385,0.340791738,0.269230769,0.34939759,0.057692308,0.072289157,0.134615385,0.115318417,0.153846154,0.122203098,26.875,0,20.75,104.5,3.0208333,34.708332,0.6666667,0,0,37.604168,0,0,0,0,99.123116,60.74641,159.5,101.21429,6.9072204,55.07143,205.64285,92.21589,325.79697,37.424152,0,54.217484,0.41492683,0.76940525,0.76198125,24.254517,1.3466097,0.8119867,0.68442434,0.6581015,19.80494,0.87046117,2018,19.041666,0,26.708334,111.354164,4,31.395834,1.6041666,0.39583334,0,33.625,0,0,0,0,99.9315,62.762573,180.61905,80.09524,9.970532,49.904762,210.80952,89.96097,388.01367,42.70532,0,68.26638,0.38436222,0.76609457,0.74247307,23.71543,1.3741585,0.7863813,0.64823824,0.65135634,19.874506,0.8833817
60,0,0.375,4,8.125,1.375,4.875,0.875,0.25,0.25,5.625,0,0.125,0.125,0.25,30,2,18,26,70.044106,55.946316,1,14.838386,1040.2451,118.18146,7.7558465,284.715,0.037404448,0.10759645,0.20262694,17.4552,0.6684815,0.37113357,0.2378443,0.003547691,11.013188,0.54967344,0,0,4.75,9.5,3.875,2.375,1.25,0,0,5.375,0,0,0,0,30,9,16,27,68.66858,55.074753,1,15.554352,341.1145,97.61991,0.26021686,111.884514,0.03258149,0.094461635,0.1866153,17.284685,0.701438,0.36252722,0.22658642,0.002786001,11.548811,0.5379549,0,0,3,15.75,1.5,3.125,0.375,0,0,2.5,0,0,0,0,30,14,9,29,66.42546,54.18157,1,15.546631,302.38388,52.16743,1.9035552,83.89855,0.038914204,0.10885384,0.19752397,17.399252,0.7280859,0.33596045,0.23414578,0.005991476,12.277082,0.5458235,KISORO,KIGEZI,155650,126055,81,281705,0.258064516,0,0.170212766,0,0,0,0,0,0,0,0,0,5.40952381,5,0.00952381,0.496478873,0.014084507,0.496478873,0.012323944,0.272727273,0.272727273,,0,0,0.076190476,0.077464789,0.495238095,0.471830986,0.276190476,0.279929577,0.142857143,0.163732394,0.00952381,0.007042254,0.75,0,75.875,124.375,19,45.125,3.25,0.875,0.25,49.5,0.375,0,0,0,95.67799,68.088554,238.44444,45.444443,33.983814,94.111115,189.77777,61.694183,424.96304,73.66411,0.000802534,104.21178,0.04180957,0.11653061,0.20782079,17.509989,0.7489823,0.35782835,0.24145053,0.005692848,13.260385,0.5534271,2018,8,0.375,65.125,125.875,18.875,38.875,7.125,0.75,0.5,52.875,0.375,0.125,0.25,0.25,95.46184,68.07533,236.66667,47.22222,35.554348,94.666664,189.22223,59.907482,1040.2451,76.58819,0,122.751396,0.034425553,0.097743824,0.18817976,17.299465,0.6830031,0.3573699,0.22755839,0.005211506,14.43416,0.53896683
61,2.2857144,0,0.17142858,10.342857,0,0.94285715,0,0,0,0.4,0,0,0,0,3,30,0,30,45.59353,72.648315,0.75,17.046194,95.66529,9.002515,0,30.048677,0.45879582,0.866333,0.8740643,25.028156,1.2090725,0.7680643,0.73765767,0.8094397,16.39914,0.8884973,0.41428572,0,0.87142855,9.242857,0.27142859,1.9714285,0.24285714,0.028571429,0,1.5714285,0,0,0,0,16,28,2,31,54.950893,73.730064,0.75,19.142427,307.9752,35.14538,0.002553969,78.3622,0.40089363,0.8376749,0.8095286,24.006931,1.3056427,0.7467984,0.6702582,0.7561044,15.416256,0.91293496,0.2,0,0.41428572,11.9,0.042857144,1.3142858,0,0,0,0.27142859,0,0,0,0,15,25,3,30,56.945816,71.31209,0.757142857,19.369602,143.01562,12.205576,0.014133074,45.705154,0.38659996,0.83315444,0.79206717,23.754862,1.2571882,0.68060714,0.65362006,0.7475126,15.923289,0.9168762,KITGUM,ACHOLI,104790,99258,95,204048,0.267857143,0,0.209876543,0,0.125,0.098765432,0.196428571,0.185185185,0,0,0.058823529,0.019607843,5.75,4,0.032608696,0.506616257,0.06805293,0.49905482,0.005671078,0,0,,0,0.010869565,0.586956522,0.58979206,0.119565217,0.102079395,0.065217391,0.073724008,0.076086957,0.069943289,0.152173913,0.164461248,32.014286,0,13.342857,83.542854,3.0857143,21.357143,0.114285715,0.014285714,0.042857144,18.528572,0.014285714,0.014285714,0,0,98.98572,53.717957,80.65714,101.84286,8.1662855,18.671429,163.82857,90.819435,332.17508,30.560476,0,63.92548,0.4222134,0.76214546,0.7599982,24.383018,1.2290682,0.74007213,0.69143677,0.6498377,22.065384,0.8579749,2018,23.842857,0.071428575,11.6285715,90.65714,3.3714285,21.4,1.3857143,0.6142857,0.18571429,18.785715,0.042857144,0.042857144,0.014285714,0.028571429,99.072205,55.866917,86.442856,96.057144,10.534767,20.1,162.4,88.53744,663.029,35.512043,0,97.373085,0.3860348,0.7656333,0.755517,23.74479,1.2792884,0.7215331,0.65229064,0.6549454,19.646935,0.8750469
